final_rank,title,year,genres,popularity_rank,rating_rank,final_score
2362,Bridget Jones's Diary,,"Comedy, Romance, Drama",720,N/A,2030.25
2363,Peeping Tom,,"Crime, Thriller",2328,1931,2030.25
2364,Vincent,,"Animation, Fantasy",N/A,1885,2030.50
2365,Insidious,,"Horror, Thriller",721,N/A,2030.50
2366,The Player,,"Mystery, Drama, Comedy, Crime",2065,2019,2030.50
2367,The Devil All the Time,,"Crime, Drama, Thriller",723,N/A,2031.00
2368,I Am Twenty,,Drama,N/A,1886,2031.25
2369,Fear Street: 1994,,"Mystery, Horror",724,N/A,2031.25
2370,Shrek the Third,,"Fantasy, Adventure, Animation, Comedy, Family",725,N/A,2031.50
2371,The Twilight Saga: Eclipse,,"Adventure, Fantasy, Drama, Romance",727,N/A,2032.00
2372,Cars 2,,"Animation, Family, Adventure, Comedy",728,N/A,2032.25
2373,Charade,,"Comedy, Mystery, Romance",1639,2164,2032.75
2374,Dirty Computer,,"Music, Drama, Romance, Science Fiction",N/A,1888,2032.75
2375,Scooby-Doo,,"Mystery, Adventure, Comedy",731,N/A,2033.00
2376,Madame Web,,"Action, Fantasy",732,N/A,2033.25
2377,Near Death,,"Horror, Fantasy, Thriller",N/A,1889,2033.50
2378,Doctor Sleep,,"Horror, Thriller, Fantasy",733,N/A,2033.50
2379,Airplane!,,Comedy,734,N/A,2033.75
2380,Willy Wonka & the Chocolate Factory,,"Family, Fantasy, Comedy",735,N/A,2034.00
2381,Once Upon a Time in Northern Ireland,,,N/A,1890,2034.25
2382,Burn After Reading,,"Comedy, Drama",737,N/A,2034.50
2383,Bridesmaids,,"Comedy, Romance",739,N/A,2035.00
2384,Distant Sky,,"Documentary, Music",N/A,1891,2035.00
2385,The Help,,Drama,740,N/A,2035.25
2386,J'accuse,,"History, Drama, Thriller",N/A,1892,2035.75
2387,This Is the End,,"Action, Comedy",742,N/A,2035.75
2388,Lucy,,"Action, Science Fiction",743,N/A,2036.00
2389,A Scene at the Sea,,"Drama, Romance, Comedy",N/A,1893,2036.50
2390,Divergent,,"Action, Adventure, Science Fiction",746,N/A,2036.75
2391,Nyan~ Neko Sugar Girls,,,N/A,1894,2037.25
2392,Kinds of Kindness,,"Drama, Comedy",749,N/A,2037.50
2393,The Boy in the Striped Pyjamas,,"Drama, War, History",750,N/A,2037.75
2394,Barry,,Drama,N/A,1895,2038.00
2395,Fury,,"War, Drama, Action",751,N/A,2038.00
2396,22 Jump Street,,"Crime, Comedy, Action",752,N/A,2038.25
2397,She's the Man,,"Comedy, Romance",753,N/A,2038.50
2398,Cat Soup,,"Fantasy, Animation, Science Fiction",N/A,1896,2038.75
2399,50 First Dates,,"Comedy, Romance",754,N/A,2038.75
2400,The Fault in Our Stars,,"Romance, Drama",755,N/A,2039.00
2401,Tropic Thunder,,"Action, Comedy, Adventure, War",756,N/A,2039.25
2402,Alice in Borderland,,,N/A,1897,2039.50
2403,Kung Fu Panda 2,,"Animation, Family, Comedy",760,N/A,2040.25
2404,The Disaster Artist,,"Comedy, Drama",761,N/A,2040.50
2405,The 40 Year Old Virgin,,"Comedy, Romance",762,N/A,2040.75
2406,Justice League,,"Animation, Science Fiction, Action",763,N/A,2041.00
2407,The Fast and the Furious,,"Action, Crime, Thriller",764,N/A,2041.25
2408,The House That Jack Built,,"Drama, Horror, Crime, Thriller",765,N/A,2041.50
2409,Children of Shatila,,"Documentary, History",N/A,1900,2041.75
2410,The Tree of Life,,"Drama, Fantasy",766,N/A,2041.75
2411,The Craft,,"Horror, Drama, Fantasy",767,N/A,2042.00
2412,Scream 4,,"Horror, Mystery",768,N/A,2042.25
2413,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,,"Animation, Action, Adventure, Science Fiction",N/A,1901,2042.50
2414,Gremlins,,"Fantasy, Horror, Comedy",769,N/A,2042.50
2415,The Goonies,,"Adventure, Comedy, Family",770,N/A,2042.75
2416,Pacific Rim,,"Action, Science Fiction, Adventure",771,N/A,2043.00
2417,The Hand,,"Horror, Drama, Mystery",N/A,1902,2043.25
2418,Minority Report,,"Science Fiction, Action, Thriller",772,N/A,2043.25
2419,We're the Millers,,"Comedy, Crime",773,N/A,2043.50
2420,The Trial of the Chicago 7,,"Drama, History",774,N/A,2043.75
2421,The Silence of Others,,Documentary,N/A,1903,2044.00
2422,The Marvels,,"Science Fiction, Adventure, Action",776,N/A,2044.25
2423,Jurassic World: Fallen Kingdom,,"Action, Adventure, Science Fiction, Thriller",777,N/A,2044.50
2424,A Perfect Planet,,Documentary,N/A,1904,2044.75
2425,X-Men: Apocalypse,,"Action, Adventure, Science Fiction, Fantasy",779,N/A,2045.00
2426,Thirteen,,Drama,780,N/A,2045.25
2427,"That Day, on the Beach",,Drama,N/A,1905,2045.50
2428,High School Musical,,"Comedy, Drama, Family, Music, Romance, TV Movie",781,N/A,2045.50
2429,The Twilight Saga: Breaking Dawn – Part 2,,"Adventure, Fantasy, Drama, Romance",782,N/A,2045.75
2430,Prometheus,,"Science Fiction, Adventure, Mystery",783,N/A,2046.00
2431,"Norte, The End of History",,"Crime, Drama",N/A,1906,2046.25
2432,Raya and the Last Dragon,,"Animation, Family, Fantasy, Action, Adventure",785,N/A,2046.50
2433,Nimona,,"Adventure, Animation, Fantasy, Family, Action, Science Fiction",786,N/A,2046.75
2434,Jurassic World Dominion,,"Adventure, Action, Science Fiction",787,N/A,2047.00
2435,"Oh, Sun",,Drama,N/A,1907,2047.00
2436,Death Proof,,"Action, Thriller",788,N/A,2047.25
2437,Scary Movie,,Comedy,789,N/A,2047.50
2438,Maleficent,,"Fantasy, Adventure, Action, Family, Romance",790,N/A,2047.75
2439,All Your Faces,,Drama,N/A,1908,2047.75
2440,Kong: Skull Island,,"Action, Adventure, Fantasy",791,N/A,2048.00
2441,Metallica & the San Francisco Symphony: S&M²,,"Music, Documentary",N/A,1909,2048.50
2442,Videodrome,,"Horror, Science Fiction, Mystery",794,N/A,2048.75
2443,Murder on the Orient Express,,"Mystery, Drama, Crime",795,N/A,2049.00
2444,Encounters at the End of the World,,Documentary,N/A,1910,2049.25
2445,Misery,,"Drama, Thriller",736,2487,2049.25
2446,The Butterfly Effect,,"Science Fiction, Thriller",796,N/A,2049.25
2447,Pokémon Detective Pikachu,,"Action, Adventure, Fantasy",797,N/A,2049.50
2448,The Fifth Element,,"Adventure, Fantasy, Action, Thriller, Science Fiction",798,N/A,2049.75
2449,The Place Beyond the Pines,,"Drama, Crime",799,N/A,2050.00
2450,Skhizein,,"Drama, Animation",N/A,1911,2050.00
2451,Twisters,,"Action, Adventure, Drama",800,N/A,2050.25
2452,Transformers,,"Adventure, Science Fiction, Action",801,N/A,2050.50
2453,Newsies,,"Drama, Music, History, Family",N/A,1912,2050.75
2454,Waves,,"Romance, Drama",803,N/A,2051.00
2455,The Twilight Saga: Breaking Dawn – Part 1,,"Adventure, Fantasy, Romance",804,N/A,2051.25
2456,"O Brother, Where Art Thou?",,"Adventure, Comedy, Crime",805,N/A,2051.50
2457,Long Strange Trip,,"Music, Documentary",N/A,1913,2051.50
2458,The Terminal,,"Comedy, Drama",806,N/A,2051.75
2459,Captain Fantastic,,"Adventure, Drama",807,N/A,2052.00
2460,Sinister,,"Horror, Thriller, Mystery",808,N/A,2052.25
2461,Spectre,,"Action, Adventure, Thriller",809,N/A,2052.50
2462,Who Is America?,,Documentary,N/A,1915,2053.00
2463,Clue,,"Comedy, Thriller, Crime, Mystery",811,N/A,2053.00
2464,Fantastic Beasts: The Crimes of Grindelwald,,"Fantasy, Adventure",812,N/A,2053.25
2465,The Gray Man,,"Action, Thriller",813,N/A,2053.50
2466,Undertaker: The Last Ride,,,N/A,1916,2053.75
2467,Interview with the Vampire,,"Horror, Drama, Fantasy",814,N/A,2053.75
2468,Ralph Breaks the Internet,,"Family, Animation, Comedy, Adventure",816,N/A,2054.25
2469,Crip Camp: A Disability Revolution,,Documentary,N/A,1917,2054.50
2470,Men,,"Horror, Thriller, Fantasy",817,N/A,2054.50
2471,Predator,,"Science Fiction, Action, Adventure, Thriller",818,N/A,2054.75
2472,District 9,,Science Fiction,819,N/A,2055.00
2473,George Carlin: It's Bad for Ya!,,Comedy,N/A,1918,2055.25
2474,Aladdin,,"Animation, Family, Adventure, Fantasy, Romance",821,N/A,2055.50
2475,Bram Stoker's Dracula,,"Romance, Horror",822,N/A,2055.75
2476,Scream 3,,"Horror, Mystery",823,N/A,2056.00
2477,Taylor Hawkins Tribute Concert,,Music,N/A,1919,2056.00
2478,Project X,,Comedy,824,N/A,2056.25
2479,Indiana Jones and the Kingdom of the Crystal Skull,,"Adventure, Action",825,N/A,2056.50
2480,Cloudy with a Chance of Meatballs,,"Animation, Comedy, Family",826,N/A,2056.75
2481,Hellsing Ultimate,,"Animation, Action, Horror",N/A,1920,2056.75
2482,Bee Movie,,"Family, Animation, Adventure, Comedy",827,N/A,2057.00
2483,Collateral,,"Drama, Crime, Thriller",828,N/A,2057.25
2484,A Raisin in the Sun,,"Drama, TV Movie",N/A,1921,2057.50
2485,I Care a Lot,,"Comedy, Crime, Thriller, Drama",829,N/A,2057.50
2486,Sherlock Holmes,,"Action, Adventure, Crime, Mystery",830,N/A,2057.75
2487,Black Adam,,"Action, Adventure, Science Fiction",832,N/A,2058.25
2488,Superstar: The Karen Carpenter Story,,"Drama, Music, Animation",N/A,1922,2058.25
2489,The Birds,,Horror,833,N/A,2058.50
2490,And So We Put Goldfish in the Pool.,,Drama,N/A,1923,2059.00
2491,The King's Speech,,"Drama, History",836,N/A,2059.25
2492,Unbreakable,,"Thriller, Drama, Mystery",837,N/A,2059.50
2493,Fear and Loathing in Las Vegas,,"Adventure, Drama, Comedy",838,N/A,2059.75
2494,Little Girl,,Documentary,N/A,1924,2059.75
2495,Gangs of New York,,"Drama, History, Crime",839,N/A,2060.00
2496,Looper,,"Action, Thriller, Science Fiction",841,N/A,2060.50
2497,Hocus Pocus,,"Fantasy, Comedy, Family",843,N/A,2061.00
2498,National Theatre Live: Frankenstein,,"Drama, Horror, Science Fiction",N/A,1926,2061.25
2499,Grown Ups,,Comedy,844,N/A,2061.25
2500,Mission: Impossible – Rogue Nation,,"Action, Adventure",845,N/A,2061.50
2501,Godzilla × Kong: The New Empire,,"Science Fiction, Action, Adventure",846,N/A,2061.75
2502,"Love, Rosie",,"Romance, Drama, Comedy",847,N/A,2062.00
2503,Mob Psycho 100 II: The First Spirits and Such Company Trip - A Journey that Mends the Heart and Heals the Soul,,,N/A,1927,2062.00
2504,Happy Death Day,,"Horror, Mystery, Comedy, Thriller",848,N/A,2062.25
2505,Twelve Monkeys,,"Science Fiction, Thriller, Mystery",849,N/A,2062.50
2506,Laurence Anyways,,"Drama, Romance",N/A,1928,2062.75
2507,Rain Man,,Drama,852,N/A,2063.25
2508,Despicable Me 2,,"Animation, Comedy, Family",853,N/A,2063.50
2509,The Maxx,,,N/A,1929,2063.50
2510,Pig,,"Drama, Thriller",855,N/A,2064.00
2511,Enchanted,,"Comedy, Family, Fantasy, Romance",856,N/A,2064.25
2512,Saw X,,"Horror, Thriller",858,N/A,2064.75
2513,The Purge,,"Science Fiction, Horror, Thriller",859,N/A,2065.00
2514,Argo,,"Drama, Thriller",860,N/A,2065.25
2515,Hugo,,"Adventure, Drama, Family",861,N/A,2065.50
2516,Belle de Jour,,"Drama, Romance",1776,2162,2065.50
2517,Batman Returns,,"Action, Fantasy",862,N/A,2065.75
2518,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,,"Comedy, Romance",N/A,1932,2065.75
2519,Mission: Impossible – Ghost Protocol,,"Action, Thriller, Adventure",864,N/A,2066.25
2520,On the Silver Globe,,"Science Fiction, Drama",N/A,1933,2066.50
2521,Step Brothers,,Comedy,865,N/A,2066.50
2522,Borat Subsequent Moviefilm,,Comedy,866,N/A,2066.75
2523,The Conjuring: The Devil Made Me Do It,,"Horror, Mystery, Thriller",867,N/A,2067.00
2524,Night and the City,,"Drama, Crime",N/A,1935,2068.00
2525,Green Room,,"Horror, Crime, Thriller",871,N/A,2068.00
2526,X2,,"Adventure, Action, Science Fiction",872,N/A,2068.25
2527,Love,,"Drama, Romance",1806,2156,2068.50
2528,The Matrix Revolutions,,"Adventure, Action, Thriller, Science Fiction",873,N/A,2068.50
2529,The Last Duel,,"History, Drama, Action",874,N/A,2068.75
2530,Land of Fear,,"Drama, Crime",N/A,1936,2068.75
2531,Fear Street: 1978,,"Mystery, Horror",875,N/A,2069.00
2532,300,,"Action, Adventure, War",876,N/A,2069.25
2533,"This Is Not a Burial, It’s a Resurrection",,Drama,N/A,1937,2069.50
2534,8 Mile,,"Drama, Music",877,N/A,2069.50
2535,Mandy,,"Fantasy, Action, Horror",879,N/A,2070.00
2536,The Time to Live and the Time to Die,,Drama,N/A,1938,2070.25
2537,The Skin I Live In,,"Drama, Horror, Mystery, Thriller",883,N/A,2071.00
2538,John Adams,,Music,N/A,1939,2071.00
2539,Braveheart,,"Action, Drama, History, War",884,N/A,2071.25
2540,American Hustle,,"Drama, Crime",886,N/A,2071.75
2541,Masaan,,Drama,N/A,1940,2071.75
2542,Don't Breathe,,"Horror, Thriller",887,N/A,2072.00
2543,Lightyear,,"Animation, Science Fiction, Family, Adventure",888,N/A,2072.25
2544,The Others,,"Horror, Mystery, Thriller",889,N/A,2072.50
2545,Anchorman: The Legend of Ron Burgundy,,Comedy,890,N/A,2072.75
2546,Haikyuu!! The Movie: The End and the Beginning,,"Animation, Drama",N/A,1942,2073.25
2547,Monster House,,"Animation, Comedy, Family, Fantasy",892,N/A,2073.25
2548,Click,,"Comedy, Drama, Fantasy",893,N/A,2073.50
2549,Death on the Nile,,"Mystery, Crime, Thriller",894,N/A,2073.75
2550,Stranger Things,,Drama,N/A,1943,2074.00
2551,Tarzan,,"Family, Adventure, Animation, Drama",896,N/A,2074.25
2552,Signs,,"Drama, Thriller, Science Fiction, Mystery",897,N/A,2074.50
2553,The Simpsons Movie,,"Animation, Comedy, Family",898,N/A,2074.75
2554,The Beyoncé Experience Live,,"Music, Documentary",N/A,1944,2074.75
2555,Theater Camp,,Comedy,899,N/A,2075.00
2556,The Cloud-Capped Star,,Drama,N/A,1945,2075.50
2557,Yesterday,,"Comedy, Fantasy, Music, Romance",901,N/A,2075.50
2558,Orphan,,"Horror, Thriller, Mystery",902,N/A,2075.75
2559,Closer,,"Drama, Romance",903,N/A,2076.00
2560,The Blues Accordin' to Lightnin' Hopkins,,"Documentary, Music",N/A,1946,2076.25
2561,Under the Silver Lake,,"Crime, Drama, Mystery",905,N/A,2076.50
2562,The SpongeBob SquarePants Movie,,"Family, Animation, Comedy, Fantasy, Adventure",906,N/A,2076.75
2563,Son of a Mother,,Documentary,N/A,1947,2077.00
2564,My Own Private Idaho,,Drama,907,N/A,2077.00
2565,A Haunting in Venice,,"Mystery, Thriller, Crime",908,N/A,2077.25
2566,"Are You There God? It's Me, Margaret.",,"Comedy, Drama",909,N/A,2077.50
2567,The Ballad of Buster Scruggs,,"Western, Comedy, Drama",910,N/A,2077.75
2568,The Eric Andre New Year's Eve Spooktacular,,"Comedy, TV Movie",N/A,1948,2077.75
2569,The Discreet Charm of the Bourgeoisie,,Comedy,2087,2075,2078.00
2570,The Neon Demon,,"Thriller, Horror",911,N/A,2078.00
2571,The Machinist,,"Thriller, Drama",912,N/A,2078.25
2572,The King,,"Science Fiction, Adventure, Action",913,N/A,2078.50
2573,Pirates of the Caribbean: On Stranger Tides,,"Adventure, Action, Fantasy",915,N/A,2079.00
2574,Pretend That You Love Me,,,N/A,1950,2079.25
2575,The Godfather: Part III,,"Crime, Drama, Thriller",917,N/A,2079.50
2576,First Man,,"History, Drama",918,N/A,2079.75
2577,Exterminate All the Brutes,,,N/A,1951,2080.00
2578,Submarine,,"Drama, Comedy, Romance",919,N/A,2080.00
2579,You Were Never Really Here,,"Crime, Drama, Thriller",920,N/A,2080.25
2580,Creed III,,"Drama, Action",922,N/A,2080.75
2581,Decalogue IX,,"Drama, TV Movie, Romance",N/A,1952,2080.75
2582,Passengers,,"Drama, Romance, Science Fiction",923,N/A,2081.00
2583,Bridge to Terabithia,,"Adventure, Drama, Family",924,N/A,2081.25
2584,Morbius,,"Action, Science Fiction, Fantasy",926,N/A,2081.75
2585,Loving Vincent,,"Animation, Drama, Mystery, History",927,N/A,2082.00
2586,Daft Punk - Alive 2007 - Live Album Concert in Paris,,"Music, Documentary",N/A,1954,2082.25
2587,Chicken Run,,"Animation, Comedy, Family",928,N/A,2082.25
2588,Zombieland: Double Tap,,"Comedy, Horror",929,N/A,2082.50
2589,Sound of the Mountain,,Drama,N/A,1955,2083.00
2590,The Adam Project,,"Adventure, Science Fiction",931,N/A,2083.00
2591,Police Story,,"Action, Crime, Thriller",2294,2013,2083.25
2592,Training Day,,"Action, Crime, Drama",900,2478,2083.50
2593,RoboCop,,"Science Fiction, Action, Crime",933,N/A,2083.50
2594,Enter the Void,,"Fantasy, Drama",934,N/A,2083.75
2595,Snow White and the Seven Dwarfs,,"Fantasy, Animation, Family",935,N/A,2084.00
2596,Personal Problems,,Drama,N/A,1957,2084.50
2597,The Lost World: Jurassic Park,,"Adventure, Action, Science Fiction",937,N/A,2084.50
2598,Totally Killer,,"Comedy, Horror, Science Fiction",938,N/A,2084.75
2599,Moonage Daydream,,"Documentary, Music",2220,2040,2085.00
2600,The World's End,,"Comedy, Action, Science Fiction",939,N/A,2085.00
2601,Black Narcissus,,Drama,N/A,1958,2085.25
2602,Creep,,"Horror, Thriller, Mystery",940,N/A,2085.25
2603,Alice in Wonderland,,"Family, Fantasy, Adventure",941,N/A,2085.50
2604,Gett: The Trial of Viviane Amsalem,,Drama,N/A,1959,2086.00
2605,Saw II,,Horror,943,N/A,2086.00
2606,Chicago,,"Comedy, Crime, Drama",945,N/A,2086.50
2607,Early Spring,,"Drama, Romance",N/A,1960,2086.75
2608,The Descent,,"Adventure, Horror",948,N/A,2087.25
2609,When Evil Lurks,,"Horror, Thriller",949,N/A,2087.50
2610,"I, Daniel Blake",,Drama,N/A,1961,2087.50
2611,Who Framed Roger Rabbit,,"Fantasy, Animation, Comedy, Crime",950,N/A,2087.75
2612,Lisa Frankenstein,,"Comedy, Horror, Romance",952,N/A,2088.25
2613,Oasis Knebworth 1996,,"Documentary, Music",N/A,1962,2088.25
2614,Sonic the Hedgehog,,"Action, Science Fiction, Comedy, Family",953,N/A,2088.50
2615,Spring Breakers,,"Drama, Crime",954,N/A,2088.75
2616,Moon Knight,,Action,955,N/A,2089.00
2617,The Wolverine,,"Action, Science Fiction, Adventure",956,N/A,2089.25
2618,The Addams Family,,"Family, Animation, Comedy, Fantasy",957,N/A,2089.50
2619,Lost & Found,,"Action, Adventure, Fantasy",N/A,1964,2089.75
2620,Battle Royale,,"Drama, Thriller, Action",959,N/A,2090.00
2621,Fullmetal Alchemist,,"Action, Adventure, Fantasy",N/A,1965,2090.50
2622,American Sniper,,"War, Action",961,N/A,2090.50
2623,Final Destination,,Horror,962,N/A,2090.75
2624,Buffalo '66,,"Drama, Romance, Comedy",966,N/A,2091.75
2625,A Difficult Life,,"Comedy, Drama",N/A,1967,2092.00
2626,Ocean's Twelve,,"Thriller, Crime",967,N/A,2092.00
2627,Sausage Party,,"Adventure, Animation, Comedy, Fantasy",968,N/A,2092.25
2628,Louis C.K.: Chewed Up,,"Comedy, TV Movie",N/A,1968,2092.75
2629,The Hangover Part II,,Comedy,970,N/A,2092.75
2630,The Lost Daughter,,Drama,971,N/A,2093.00
2631,Hush,,"Horror, Thriller",972,N/A,2093.25
2632,The Interview,,"Action, Comedy",973,N/A,2093.50
2633,The Testament of Dr. Mabuse,,"Crime, Mystery, Thriller",N/A,1969,2093.50
2634,Suzume,,"Animation, Drama, Adventure, Fantasy",974,N/A,2093.75
2635,The Wailing,,"Horror, Mystery",1161,2405,2094.00
2636,Blue Beetle,,"Action, Science Fiction, Adventure",975,N/A,2094.00
2637,Great Pretender,,"Animation, Crime, Action",N/A,1970,2094.25
2638,Minions,,"Family, Animation, Adventure, Comedy",976,N/A,2094.25
2639,Coherence,,"Thriller, Science Fiction",977,N/A,2094.50
2640,Pirates of the Caribbean: Dead Men Tell No Tales,,"Adventure, Action, Fantasy",978,N/A,2094.75
2641,Hey Ram,,"History, Drama, Crime",N/A,1971,2095.00
2642,Labyrinth,,"Adventure, Family, Fantasy",979,N/A,2095.00
2643,Renfield,,"Comedy, Horror",980,N/A,2095.25
2644,Hotel Transylvania,,"Animation, Comedy, Family, Fantasy",982,N/A,2095.75
2645,Gavin & Stacey Christmas Special 2008,,Comedy,N/A,1972,2095.75
2646,The Guilty,,"Drama, Thriller",983,N/A,2096.00
2647,Now You See Me 2,,"Crime, Thriller, Action, Mystery",984,N/A,2096.25
2648,Night of the Living Dead,,"Horror, Thriller, Science Fiction",985,N/A,2096.50
2649,My Voyage to Italy,,Documentary,N/A,1973,2096.50
2650,Life of Brian,,Comedy,990,2466,2097.00
2651,Mystic River,,"Thriller, Crime, Drama, Mystery",987,N/A,2097.00
2652,King Richard,,"Drama, History",988,N/A,2097.25
2653,How Green Was My Valley,,Drama,N/A,1975,2098.00
2654,Bolt,,"Animation, Family, Adventure, Comedy",992,N/A,2098.25
2655,Wonder,,"Drama, Family",993,N/A,2098.50
2656,What's Eating Gilbert Grape,,"Romance, Drama",994,N/A,2098.75
2657,Ghost Dog: The Way of the Samurai,,"Crime, Drama",2308,2029,2098.75
2658,The Bridges of Madison County,,"Drama, Romance",N/A,1976,2098.75
2659,X-Men Origins: Wolverine,,"Adventure, Action, Science Fiction",995,N/A,2099.00
2660,Shrek Forever After,,"Comedy, Adventure, Fantasy, Animation, Family",996,N/A,2099.25
2661,Crimson Peak,,"Horror, Romance",997,N/A,2099.50
2662,The Fast and the Furious: Tokyo Drift,,"Action, Crime, Drama, Thriller",999,N/A,2100.00
2663,Breathless,,"Romance, Drama, Action",1000,N/A,2100.25
2664,Style Wars,,"Music, Documentary, TV Movie",N/A,1978,2100.25
2665,Evil Dead,,Horror,1001,N/A,2100.50
2666,A Simple Favor,,"Crime, Thriller, Comedy",1003,N/A,2101.00
2667,Blue Is the Warmest Color,,"Romance, Drama",1004,N/A,2101.25
2668,The Aviator,,Drama,1005,N/A,2101.50
2669,Chef,,Comedy,1006,N/A,2101.75
2670,Shadows of Forgotten Ancestors,,"Drama, Romance",N/A,1980,2101.75
2671,Shark Tale,,"Animation, Action, Comedy, Family",1007,N/A,2102.00
2672,Fantastic Beasts: The Secrets of Dumbledore,,"Fantasy, Adventure",1008,N/A,2102.25
